Date,ADBE,BA,CSCO,DIS,EQIX,FB,GOOG,JPM,KO,MCD,MSFT,NIO,NKE,NVDA,SBUX,SQ,V,WMT
1962-01-02,,0.19093093276023865,,0.05839844048023224,,,,,0.05236489698290825,,,,,,,,,
1962-01-03,,0.19474948942661285,,0.059182245284318924,,,,,0.051198218017816544,,,,,,,,,
1962-01-04,,0.1928403079509735,,0.059182245284318924,,,,,0.05158722400665283,,,,,,,,,
1962-01-05,,0.18902179598808289,,0.05937838926911354,,,,,0.05042055621743202,,,,,,,,,
1962-01-08,,0.1894988864660263,,0.059182245284318924,,,,,0.04990216344594955,,,,,,,,,
1962-01-09,,0.18997609615325928,,0.060358282178640366,,,,,0.05080939456820488,,,,,,,,,
1962-01-10,,0.18997609615325928,,0.0609460137784481,,,,,0.05106862634420395,,,,,,,,,
1962-01-11,,0.1918855309486389,,0.0627097487449646,,,,,0.05158722400665283,,,,,,,,,
1962-01-12,,0.1971360594034195,,0.060750525444746024,,,,,0.051198218017816544,,,,,,,,,
1962-01-15,,0.19331759214401245,,0.060750525444746024,,,,,0.05067981407046318,,,,,,,,,
1962-01-16,,0.1918855309486389,,0.059182245284318924,,,,,0.049772556871175766,,,,,,,,,
1962-01-17,,0.19236284494400024,,0.05722302570939064,,,,,0.048217255622148514,,,,,,,,,
1962-01-18,,0.19331759214401245,,0.05839844048023224,,,,,0.04724511131644249,,,,,,,,,
1962-01-19,,0.2023868411779404,,0.05957448109984397,,,,,0.04873566702008248,,,,,,,,,
1962-01-22,,0.2019093930721283,,0.06055440753698349,,,,,0.049124497920274734,,,,,,,,,
1962-01-23,,0.2023868411779404,,0.060358282178640366,,,,,0.04808743670582771,,,,,,,,,
1962-01-24,,0.20334133505821228,,0.05957448109984397,,,,,0.047569014132022865,,,,,,,,,
1962-01-25,,0.20811468362808228,,0.058790672570467,,,,,0.04718012735247612,,,,,,,,,
1962-01-26,,0.20716001093387604,,0.05839844048023224,,,,,0.046661727130413055,,,,,,,,,
1962-01-29,,0.20811468362808228,,0.05839844048023224,,,,,0.046661727130413055,,,,,,,,,
1962-01-30,,0.21002405881881714,,0.058790672570467,,,,,0.04646727442741394,,,,,,,,,
1962-01-31,,0.21432004868984225,,0.058790672570467,,,,,0.04834684357047081,,,,,,,,,
1962-02-01,,0.20954661071300507,,0.05957448109984397,,,,,0.04873566702008248,,,,,,,,,
1962-02-02,,0.2114560604095459,,0.05957448109984397,,,,,0.04925410822033882,,,,,,,,,
1962-02-05,,0.20952939987182614,,0.05957448109984397,,,,,0.04925410822033882,,,,,,,,,
1962-02-06,,0.20952939987182614,,0.059182245284318924,,,,,0.048606045544147485,,,,,,,,,
1962-02-07,,0.20952939987182614,,0.05996672809123992,,,,,0.04886529967188835,,,,,,,,,
1962-02-08,,0.210010826587677,,0.0615343451499939,,,,,0.048994872719049454,,,,,,,,,
1962-02-09,,0.213864266872406,,0.06192594766616821,,,,,0.04925410822033882,,,,,,,,,
1962-02-12,,0.2104927599430084,,0.06192594766616821,,,,,0.04886529967188835,,,,,,,,,
1962-02-13,,0.21193766593933105,,0.06192594766616821,,,,,0.04886529967188835,,,,,,,,,
1962-02-14,,0.2133827209472656,,0.06114210188388825,,,,,0.04795783758163452,,,,,,,,,
1962-02-15,,0.21482756733894348,,0.0615343451499939,,,,,0.04769863560795784,,,,,,,,,
1962-02-16,,0.21241909265518188,,0.0627097487449646,,,,,0.04769863560795784,,,,,,,,,
1962-02-19,,0.21145573258399966,,0.061730436980724335,,,,,0.0484764575958252,,,,,,,,,
1962-02-20,,0.2104927599430084,,0.062318146228790276,,,,,0.048217255622148514,,,,,,,,,
1962-02-21,,0.20808424055576324,,0.0615343451499939,,,,,0.04795783758163452,,,,,,,,,
1962-02-23,,0.2013404667377472,,0.06114210188388825,,,,,0.047439388930797584,,,,,,,,,
1962-02-26,,0.2023041844367981,,0.05957448109984397,,,,,0.048217255622148514,,,,,,,,,
1962-02-27,,0.20471252501010892,,0.059182245284318924,,,,,0.0484764575958252,,,,,,,,,
1962-02-28,,0.20663917064666748,,0.05859453231096268,,,,,0.047569014132022865,,,,,,,,,
1962-03-01,,0.20423081517219546,,0.060162197798490524,,,,,0.04730979353189469,,,,,,,,,
1962-03-02,,0.2023041844367981,,0.05977058783173561,,,,,0.04782820492982864,,,,,,,,,
1962-03-05,,0.20182248950004575,,0.05996672809123992,,,,,0.04718012735247612,,,,,,,,,
1962-03-06,,0.19507890939712524,,0.059182245284318924,,,,,0.048217255622148514,,,,,,,,,
1962-03-07,,0.19459736347198486,,0.058790672570467,,,,,0.047569014132022865,,,,,,,,,
1962-03-08,,0.19845077395439148,,0.05977058783173561,,,,,0.04769863560795784,,,,,,,,,
1962-03-09,,0.19748716056346893,,0.05957448109984397,,,,,0.04718012735247612,,,,,,,,,
1962-03-12,,0.19893218576908112,,0.060750525444746024,,,,,0.048217255622148514,,,,,,,,,
1962-03-13,,0.19845077395439148,,0.0618898905813694,,,,,0.04898691549897194,,,,,,,,,
1962-03-14,,0.19845077395439148,,0.061300050467252724,,,,,0.04905226081609726,,,,,,,,,
1962-03-15,,0.1955605894327164,,0.06169327348470687,,,,,0.04879135265946388,,,,,,,,,
1962-03-16,,0.19507890939712524,,0.06169327348470687,,,,,0.04879135265946388,,,,,,,,,
1962-03-19,,0.19170700013637546,,0.06169327348470687,,,,,0.04905226081609726,,,,,,,,,
1962-03-20,,0.1912253201007843,,0.060907427221536636,,,,,0.04957402870059013,,,,,,,,,
