ticker,ADBE,BA,CSCO,DIS,EQIX,FB,GOOG,JPM,KO,MCD,MSFT,NIO,NKE,NVDA,SBUX,SQ,V,WMT,ABT,ACN,AON,AZN,BK,CL,JNJ
ADBE,0.0,1.5555507865814433,1.226866142115067,2.5894758263431834,-0.1620730020822716,0.011968510213081318,1.750684918341376,2.1691360474339505,0.10501110658046298,-0.018635789084609167,0.4930377045419799,16.71039670973461,0.5141722390818523,0.0792908771683779,0.9036068170637689,1.6811002260093235,0.12518630587604662,0.1373099772477253,0.8191377356485249,0.6360501102310742,0.4335863328194939,-0.1315275453207181,0.6960433495885346,0.10522754032860526,0.6482533628953183
BA,-1.5555507865814433,0.0,-0.32868464446637624,1.03392503976174,-1.717623788663715,-1.5435822763683622,0.19513413175993266,0.6135852608525072,-1.4505396800009804,-1.5741865756660527,-1.0625130820394635,15.154845923153166,-1.0413785474995911,-1.4762599094130655,-0.6519439695176745,0.12554943942788022,-1.4303644807053968,-1.4182408093337182,-0.7364130509329185,-0.9195006763503693,-1.1219644537619495,-1.6870783319021614,-0.8595074369929088,-1.4503232462528381,-0.9072974236861251
CSCO,-1.226866142115067,0.32868464446637624,0.0,1.3626096842281163,-1.3889391441973387,-1.214897631901986,0.5238187762263089,0.9422699053188834,-1.1218550355346042,-1.2455019311996764,-0.7338284375730872,15.483530567619542,-0.7126939030332149,-1.1475752649466893,-0.3232593250512983,0.45423408389425646,-1.1016798362390205,-1.089556164867342,-0.4077284064665423,-0.590816031883993,-0.7932798092955733,-1.3583936874357851,-0.5308227925265325,-1.121638601786462,-0.5786127792197489
DIS,-2.5894758263431834,-1.03392503976174,-1.3626096842281163,0.0,-2.751548828425455,-2.5775073161301023,-0.8387909080018074,-0.4203397789092329,-2.4844647197627205,-2.608111615427793,-2.096438121801204,14.120920883391426,-2.075303587261331,-2.5101849491748056,-1.6858690092794146,-0.9083756003338599,-2.464289520467137,-2.4521658490954583,-1.7703380906946586,-1.9534257161121094,-2.1558894935236896,-2.7210033716639015,-1.8934324767546489,-2.4842482860145783,-1.9412224634478652
EQIX,0.1620730020822716,1.717623788663715,1.3889391441973387,2.751548828425455,0.0,0.17404151229535292,1.9127579204236476,2.331209049516222,0.2670841086627346,0.14343721299766243,0.6551107066242515,16.87246971181688,0.6762452411641239,0.2413638792506495,1.0656798191460406,1.8431732280915951,0.2872593079583182,0.2993829793299969,0.9812107377307965,0.7981231123133458,0.5956593349017655,0.030545456761553513,0.8581163516708062,0.26730054241087686,0.8103263649775899
FB,-0.011968510213081318,1.5435822763683622,1.214897631901986,2.5775073161301023,-0.17404151229535292,0.0,1.7387164081282949,2.1571675372208694,0.09304259636738166,-0.030604299297690485,0.4810691943288986,16.698428199521526,0.502203728868771,0.06732236695529659,0.8916383068506876,1.6691317157962424,0.1132177956629653,0.125341467034644,0.8071692254354436,0.6240816000179928,0.42161782260641256,-0.1434960555337994,0.6840748393754533,0.09325903011552394,0.636284852682237
GOOG,-1.750684918341376,-0.19513413175993266,-0.5238187762263089,0.8387909080018074,-1.9127579204236476,-1.7387164081282949,0.0,0.41845112909257454,-1.645673811760913,-1.7693207074259854,-1.2576472137993961,14.959711791393232,-1.2365126792595238,-1.6713940411729982,-0.8470781012776072,-0.06958469233205244,-1.6254986124653295,-1.6133749410936509,-0.9315471826928512,-1.114634808110302,-1.3170985855218822,-1.882212463662094,-1.0546415687528414,-1.6454573780127708,-1.1024315554460578
JPM,-2.1691360474339505,-0.6135852608525072,-0.9422699053188834,0.4203397789092329,-2.331209049516222,-2.1571675372208694,-0.41845112909257454,0.0,-2.0641249408534876,-2.18777183651856,-1.6760983428919707,14.541260662300658,-1.6549638083520983,-2.0898451702655727,-1.2655292303701817,-0.488035821424627,-2.043949741557904,-2.0318260701862254,-1.3499983117854257,-1.5330859372028764,-1.7355497146144567,-2.3006635927546686,-1.473092697845416,-2.0639085071053453,-1.5208826845386323
KO,-0.10501110658046298,1.4505396800009804,1.1218550355346042,2.4844647197627205,-0.2670841086627346,-0.09304259636738166,1.645673811760913,2.0641249408534876,0.0,-0.12364689566507214,0.38802659796151695,16.605385603154147,0.4091611325013893,-0.02572022941208507,0.7985957104833059,1.5760891194288607,0.020175199295583646,0.032298870667262336,0.7141266290680619,0.5310390036506112,0.3285752262390309,-0.23653865190118106,0.5910322430080717,0.00021643374814228622,0.5432422563148553
MCD,0.018635789084609167,1.5741865756660527,1.2455019311996764,2.608111615427793,-0.14343721299766243,0.030604299297690485,1.7693207074259854,2.18777183651856,0.12364689566507214,0.0,0.5116734936265891,16.72903249881922,0.5328080281664614,0.09792666625298707,0.922242606148378,1.699736015093933,0.1438220949606558,0.15594576633233448,0.837773524733134,0.6546858993156833,0.45222212190410305,-0.11289175623610892,0.7146791386731438,0.12386332941321443,0.6668891519799275
MSFT,-0.4930377045419799,1.0625130820394635,0.7338284375730872,2.096438121801204,-0.6551107066242515,-0.4810691943288986,1.2576472137993961,1.6760983428919707,-0.38802659796151695,-0.5116734936265891,0.0,16.21735900519263,0.02113453453987235,-0.413746827373602,0.41056911252178896,1.1880625214673437,-0.3678513986659333,-0.3557277272942546,0.32610003110654495,0.14301240568909424,-0.059451371722486046,-0.624565249862698,0.20300564504655472,-0.38781016421337466,0.1552156583533384
NIO,-16.71039670973461,-15.154845923153166,-15.483530567619542,-14.120920883391426,-16.87246971181688,-16.698428199521526,-14.959711791393232,-14.541260662300658,-16.605385603154147,-16.72903249881922,-16.21735900519263,0.0,-16.19622447065276,-16.63110583256623,-15.80678989267084,-15.029296483725286,-16.58521040385856,-16.573086732486885,-15.891258974086085,-16.074346599503535,-16.276810376915115,-16.84192425505533,-16.014353360146075,-16.605169169406004,-16.062143346839292
NKE,-0.5141722390818523,1.0413785474995911,0.7126939030332149,2.075303587261331,-0.6762452411641239,-0.502203728868771,1.2365126792595238,1.6549638083520983,-0.4091611325013893,-0.5328080281664614,-0.02113453453987235,16.19622447065276,0.0,-0.4348813619134744,0.3894345779819166,1.1669279869274714,-0.38898593320580566,-0.37686226183412697,0.3049654965666726,0.12187787114922188,-0.0805859062623584,-0.6456997844025704,0.18187111050668237,-0.408944698753247,0.13408112381346604
NVDA,-0.0792908771683779,1.4762599094130655,1.1475752649466893,2.5101849491748056,-0.2413638792506495,-0.06732236695529659,1.6713940411729982,2.0898451702655727,0.02572022941208507,-0.09792666625298707,0.413746827373602,16.63110583256623,0.4348813619134744,0.0,0.824315939895391,1.6018093488409457,0.04589542870766872,0.05801910007934741,0.739846858480147,0.5567592330626963,0.354295455651116,-0.210818422489096,0.6167524724201567,0.025936663160227358,0.5689624857269404
SBUX,-0.9036068170637689,0.6519439695176745,0.3232593250512983,1.6858690092794146,-1.0656798191460406,-0.8916383068506876,0.8470781012776072,1.2655292303701817,-0.7985957104833059,-0.922242606148378,-0.41056911252178896,15.80678989267084,-0.3894345779819166,-0.824315939895391,0.0,0.7774934089455547,-0.7784205111877223,-0.7662968398160436,-0.08446908141524401,-0.2675567068326947,-0.470020484244275,-1.035134362384487,-0.20756346747523424,-0.7983792767351636,-0.25535345416845057
SQ,-1.6811002260093235,-0.12554943942788022,-0.45423408389425646,0.9083756003338599,-1.8431732280915951,-1.6691317157962424,0.06958469233205244,0.488035821424627,-1.5760891194288607,-1.699736015093933,-1.1880625214673437,15.029296483725286,-1.1669279869274714,-1.6018093488409457,-0.7774934089455547,0.0,-1.555913920133277,-1.5437902487615984,-0.8619624903607987,-1.0450501157782495,-1.2475138931898297,-1.8126277713300416,-0.985056876420789,-1.5758726856807184,-1.0328468631140053
V,-0.12518630587604662,1.4303644807053968,1.1016798362390205,2.464289520467137,-0.2872593079583182,-0.1132177956629653,1.6254986124653295,2.043949741557904,-0.020175199295583646,-0.1438220949606558,0.3678513986659333,16.58521040385856,0.38898593320580566,-0.04589542870766872,0.7784205111877223,1.555913920133277,0.0,0.01212367137167869,0.6939514297724783,0.5108638043550275,0.30840002694344726,-0.2567138511967647,0.570857043712488,-0.01995876554744136,0.5230670570192717
WMT,-0.1373099772477253,1.4182408093337182,1.089556164867342,2.4521658490954583,-0.2993829793299969,-0.125341467034644,1.6133749410936509,2.0318260701862254,-0.032298870667262336,-0.15594576633233448,0.3557277272942546,16.573086732486885,0.37686226183412697,-0.05801910007934741,0.7662968398160436,1.5437902487615984,-0.01212367137167869,0.0,0.6818277584007996,0.49874013298334885,0.29627635557176857,-0.2688375225684434,0.5587333723408093,-0.03208243691912005,0.510943385647593
ABT,-0.8191377356485249,0.7364130509329185,0.4077284064665423,1.7703380906946586,-0.9812107377307965,-0.8071692254354436,0.9315471826928512,1.3499983117854257,-0.7141266290680619,-0.837773524733134,-0.32610003110654495,15.891258974086085,-0.3049654965666726,-0.739846858480147,0.08446908141524401,0.8619624903607987,-0.6939514297724783,-0.6818277584007996,0.0,-0.18308762541745072,-0.385551402829031,-0.950665280969243,-0.12309438605999024,-0.7139101953199196,-0.17088437275320656
ACN,-0.6360501102310742,0.9195006763503693,0.590816031883993,1.9534257161121094,-0.7981231123133458,-0.6240816000179928,1.114634808110302,1.5330859372028764,-0.5310390036506112,-0.6546858993156833,-0.14301240568909424,16.074346599503535,-0.12187787114922188,-0.5567592330626963,0.2675567068326947,1.0450501157782495,-0.5108638043550275,-0.49874013298334885,0.18308762541745072,0.0,-0.20246377741158028,-0.7675776555517922,0.05999323935746048,-0.5308225699024689,0.012203252664244157
AON,-0.4335863328194939,1.1219644537619495,0.7932798092955733,2.1558894935236896,-0.5956593349017655,-0.42161782260641256,1.3170985855218822,1.7355497146144567,-0.3285752262390309,-0.45222212190410305,0.059451371722486046,16.276810376915115,0.0805859062623584,-0.354295455651116,0.470020484244275,1.2475138931898297,-0.30840002694344726,-0.29627635557176857,0.385551402829031,0.20246377741158028,0.0,-0.565113878140212,0.26245701676904076,-0.3283587924908886,0.21466703007582444
AZN,0.1315275453207181,1.6870783319021614,1.3583936874357851,2.7210033716639015,-0.030545456761553513,0.1434960555337994,1.882212463662094,2.3006635927546686,0.23653865190118106,0.11289175623610892,0.624565249862698,16.84192425505533,0.6456997844025704,0.210818422489096,1.035134362384487,1.8126277713300416,0.2567138511967647,0.2688375225684434,0.950665280969243,0.7675776555517922,0.565113878140212,0.0,0.8275708949092527,0.23675508564932335,0.7797809082160364
BK,-0.6960433495885346,0.8595074369929088,0.5308227925265325,1.8934324767546489,-0.8581163516708062,-0.6840748393754533,1.0546415687528414,1.473092697845416,-0.5910322430080717,-0.7146791386731438,-0.20300564504655472,16.014353360146075,-0.18187111050668237,-0.6167524724201567,0.20756346747523424,0.985056876420789,-0.570857043712488,-0.5587333723408093,0.12309438605999024,-0.05999323935746048,-0.26245701676904076,-0.8275708949092527,0.0,-0.5908158092599294,-0.047789986693216324
