Date,EMB,BNDX,KWEB,GLD,XLY,XLV,IJR
19/2/2021,111.989998,57.380001,101.800003,167.009995,169.568474,114.426041,105.95
18/2/2021,112.589996,57.529999,100.68,166.320007,170.608255,115.752542,104.16
17/2/2021,112.709999,57.599998,103.559998,166.330002,170.512378,116.508535,105.78
16/2/2021,112.089996,57.540001,103.529999,168.240005,169.563751,116.098043,106.36
12/2/2021,113.480003,57.849998,102.199997,170.690002,170.34226,117.292855,106.69
11/2/2021,114.110001,58.02,102.290001,171.210007,170.125961,116.421404,106.51
10/2/2021,114.040001,57.970001,99.940002,172.710007,170.52551,116.18692,106.1
9/2/2021,113.809998,58.02,97.760002,172.080002,172.251034,115.992393,106.47
8/2/2021,114.220001,57.990002,95.480003,171.520004,173.244871,115.848666,105.79
5/2/2021,114.220001,58.02,95.68,169.809998,172.172017,115.682232,102.96
4/2/2021,114.089996,58.049999,94.510002,168.149994,170.552447,115.3926,101.76
3/2/2021,113.760002,58.07,93.82,171.850006,168.806587,114.98218,100.05
2/2/2021,114.050003,58.139999,92.519997,172.110001,169.722995,115.792212,99.59
1/2/2021,114.050003,58.189999,90.760002,174.229996,166.14464,115.471584,99.44
29/1/2021,113.849998,58.18,86.790001,172.610001,162.079946,115.108424,97.66
28/1/2021,113.860001,58.279999,88.110001,172.679993,165.852687,116.067252,99.14
27/1/2021,113.620003,58.310001,89.010002,172.520004,165.152046,114.324497,100.98
26/1/2021,114.150002,58.32,91.379997,173.619995,170.582892,117.918152,101.31
25/1/2021,114.300003,58.360001,93.040001,174.050003,170.738891,118.386128,101.28
22/1/2021,113.849998,58.220001,90.339996,173.899994,170.135508,117.619865,101.19
21/1/2021,113.800003,58.189999,89.120003,175.279999,170.636497,117.948153,99.91
20/1/2021,113.720001,58.349998,89.029999,175.389999,169.909846,118.523929,101.02
19/1/2021,113.589996,58.34,84.959999,172.580002,166.786615,117.847291,100.57
15/1/2021,113.43,58.34,80.779999,171.130005,165.776559,116.944753,99.55
14/1/2021,113.300003,58.349998,81.43,173.279999,167.048699,116.573962,101.25
13/1/2021,113.629997,58.439999,80.5,173.369995,168.134688,116.940328,98.99
12/1/2021,113.099998,58.209999,80.5,173.369995,168.118447,116.647667,99.83
11/1/2021,113.639999,58.27,80.5,173.369995,165.616132,117.90931,98.17
8/1/2021,114.540001,58.389999,80.5,173.369995,168.734282,117.317792,97.76
7/1/2021,114.480003,58.43,80.5,173.369995,165.451726,116.766767,98.54
6/1/2021,114.519997,58.419998,80.5,173.369995,162.260788,115.250762,97.32
5/1/2021,115.349998,58.5,80.5,173.369995,160.589599,113.65128,92.88
4/1/2021,115.269997,58.560001,80.5,173.369995,159.300369,112.898339,90.9
31/12/2020,115.910004,58.549999,76.790001,178.360001,160.832454,113.507556,91.88
30/12/2020,115.839996,58.529999,77.580002,177.699997,160.607635,112.196719,91.8
29/12/2020,115.690002,58.52,74.900002,176.350006,159.720461,112.188658,90.89
28/12/2020,115.519997,58.5,71.988998,175.710007,159.640115,111.701042,92.33
24/12/2020,115.489998,58.459999,73.893158,176.350006,157.886598,111.402651,92.05
23/12/2020,115.199997,58.369999,76.495171,175.649994,157.505773,111.132995,92.07
22/12/2020,115.029999,58.650002,75.338715,174.490005,157.171864,111.04468,91.06
21/12/2020,114.889999,58.599998,76.734436,175.880005,157.843809,111.407771,90.65
18/12/2020,115.220001,58.549999,77.452232,176.440002,159.701317,112.935569,90.94
17/12/2020,115.370003,58.59,77.362503,176.740005,160.737981,112.904633,91.63
16/12/2020,115.389999,58.549999,76.176147,174.899994,159.681828,111.65459,90.71
15/12/2020,115.309998,58.66,75.44838,173.940002,158.605762,112.027517,91.2
14/12/2020,114.919998,58.650002,75.548073,171.539993,156.59316,110.849265,88.85
11/12/2020,114.919998,58.75,74.481346,175.960007,156.276655,111.655138,89.38
10/12/2020,114.860001,58.66,73.16539,180.559998,157.08508,112.121322,90.08
9/12/2020,114.290001,58.540001,73.16539,180.559998,157.304006,112.342167,89.64
8/12/2020,114.57,58.57,67.462891,179.100006,157.301773,112.65976,89.71
7/12/2020,114.760002,58.490002,67.462891,179.100006,157.68604,111.846942,88.91
4/12/2020,114.779999,58.389999,67.462891,179.100006,158.055616,112.542596,89.27
3/12/2020,114.68,58.43,43.227295,147.789993,157.92846,111.295776,87.1
2/12/2020,114.199997,58.290001,53.226597,147.539993,157.423129,111.478928,86.48
1/12/2020,114.139999,58.279999,53.226597,147.539993,158.507202,110.593856,86.07
30/11/2020,114.25,58.52,75.209114,166.669998,157.245952,109.710841,85.07
27/11/2020,114.470001,58.549999,77.302689,167.789993,158.19089,109.397863,87.12
25/11/2020,114.099998,58.450001,75.199142,169.509995,157.878536,108.368086,87.14
24/11/2020,114.190002,58.439999,76.186111,169.589996,157.702559,108.827262,87.9
23/11/2020,114.029999,58.48,75.308807,172.229996,155.308192,108.520058,85.74
20/11/2020,114.120003,58.52,76.00666,175.690002,153.682113,108.776394,83.86
19/11/2020,114.040001,58.43,74.810341,175.160004,154.450744,108.991759,83.99
18/11/2020,113.779999,58.380001,72.975967,175.490005,153.722468,109.143199,83.44
17/11/2020,113.879997,58.389999,74.730583,176.5,154.766959,111.097611,84.53
16/11/2020,114.080002,58.279999,76.614799,177.149994,155.415672,111.918148,84.11
13/11/2020,113.830002,58.290001,77.133209,177.160004,153.39952,112.13569,81.71
12/11/2020,113.389999,58.240002,76.086418,172.490005,151.048717,110.669565,79.58
11/11/2020,113.610001,58.119999,73.225204,174.899994,153.014102,111.100364,81.29
10/11/2020,113.18,57.990002,73.225204,174.899994,151.593135,111.284743,81.83
9/11/2020,113.300003,58.040001,66.605522,182.449997,152.182415,110.8913,79.72
6/11/2020,112.760002,58.419998,55.718948,162.389999,152.775151,110.091377,76
5/11/2020,113.260002,58.459999,49.687466,159.419998,153.165363,109.923492,76.8
4/11/2020,112.830002,58.450001,49.687466,159.419998,150.337974,109.665679,74.7
3/11/2020,110.690002,58.310001,46.876095,153.929993,147.169719,105.007449,75.46
2/11/2020,109.800003,58.349998,52.03027,147.660004,144.002808,103.519188,73.53
30/10/2020,110.019997,58.34,71.610168,176.199997,142.97405,101.671296,71.99
29/10/2020,110.32,58.419998,72.966003,175.399994,146.191043,101.744356,72.98
28/10/2020,110.279999,58.419998,71.231323,176.130005,145.149873,102.474886,71.84
27/10/2020,111.230003,58.43,72.238235,179.020004,150.007564,105.881849,74.06
26/10/2020,110.57,58.32,70.593285,178.550003,150.04468,106.614425,75.05
23/10/2020,110.970001,58.27,70.762764,178.639999,152.969943,107.807904,76.67
22/10/2020,110.449997,58.209999,70.882393,178.830002,151.619401,107.390334,76.27
21/10/2020,110.970001,58.290001,71.35096,180.600006,151.370305,105.82254,75.13
20/10/2020,111.540001,58.400002,72.058784,179.25,152.146771,106.302269,75.47
19/10/2020,111.480003,58.459999,71.061844,178.389999,150.958057,106.161965,74.97
16/10/2020,112.129997,58.48,71.988998,178.300003,153.161304,107.930576,75.84
15/10/2020,111.959999,58.43,71.18148,178.919998,154.203031,106.842049,76.32
14/10/2020,112.410004,58.380001,71.849426,178.270004,153.657123,107.618177,75.31
13/10/2020,112.449997,58.32,72.995911,177.720001,155.426663,108.295803,75.7
12/10/2020,112.730003,58.25,77.003601,172.169998,155.386284,109.079063,76.56
9/10/2020,112.440002,58.240002,65.658432,182.460007,153.353545,108.350868,76.02
8/10/2020,112.169998,58.18,67.004303,190.149994,151.802127,107.406114,75.68
7/10/2020,111.089996,58.080002,69.53653,169.190002,150.852544,106.902511,74.56
6/10/2020,110.849998,58.119999,57.64304,163.570007,147.496709,104.922365,73.47
5/10/2020,110.769997,58.080002,57.64304,163.570007,150.226828,106.31204,73.56
2/10/2020,110.339996,58.209999,51.332417,148.169998,148.217106,104.134727,71.93
1/10/2020,110.730003,58.169998,52.907578,146.910004,148.85372,105.089516,71.18
30/9/2020,110.889999,58.189999,67.971336,177.119995,146.989488,105.557538,70.18
29/9/2020,110.349998,58.259998,66.555679,178.190002,145.775301,103.815944,70.02
28/9/2020,110.599998,58.220001,67.044182,176.699997,146.874654,103.888396,70.38
25/9/2020,110.349998,58.200001,66.236664,174.940002,143.904301,103.044753,68.48
24/9/2020,109.82,58.110001,66.286507,175.440002,142.090664,101.371248,67.8
23/9/2020,109.529999,58.110001,66.974396,174.789993,142.151543,101.88256,67.45
22/9/2020,110.959999,58.16,67.592499,178.649994,144.508083,102.990861,69.68
21/9/2020,111.190002,58.18,67.742035,179.520004,141.528685,103.184899,69.22
18/9/2020,112.290001,58.119999,68.260445,183.199997,144.000056,105.540666,71.69
17/9/2020,112.809998,58.139999,68.310287,182.960007,145.941015,105.676803,72.12
16/9/2020,113.279999,58.09,68.84864,183.970001,147.982622,106.002302,72.69
15/9/2020,113.550003,58.080002,69.038055,183.449997,148.816743,106.240293,72.19
14/9/2020,113.360001,58.09,68.270416,183.889999,147.622487,106.0696,72.21
11/9/2020,113.25,58.07,75.558044,175.080002,146.083141,104.596403,70.95
10/9/2020,113.209999,57.970001,71.849426,181.080002,145.844874,104.165604,71.41
9/9/2020,113.529999,57.959999,67.28344,183.050003,147.940969,105.802228,72.37
8/9/2020,112.959999,57.98,67.28344,183.050003,145.261875,103.95793,71.65
4/9/2020,113.410004,57.900002,45.789433,158.690002,147.217432,105.719065,73.4
3/9/2020,113.900002,58,46.896034,157.809998,148.921155,106.494713,73.77
2/9/2020,114.480003,58.02,46.896034,157.809998,153.818849,109.489239,75.73
1/9/2020,114.010002,57.849998,52.698223,146.029999,151.692783,107.256213,74.84
31/8/2020,113.580002,57.740002,70.114754,184.830002,150.209925,108.313593,73.98
28/8/2020,113.589996,57.779999,71.590225,184.389999,150.527883,107.965839,75.06
27/8/2020,112.540001,57.830002,70.673042,181.240005,149.540551,107.746619,74.51
26/8/2020,113.07,57.889999,70.932243,183.360001,150.352009,106.911997,74.26
25/8/2020,113.330002,57.869999,70.583321,181.220001,148.860893,107.041973,74.91
24/8/2020,113.889999,58.07,69.36705,181,148.379466,106.300342,74.86
21/8/2020,113.660004,58.049999,68.310287,182.029999,146.19688,106.80185,73.63
20/8/2020,113.300003,58.040001,67.991272,183.5,145.408897,106.709301,74.11
19/8/2020,113.040001,57.970001,67.512741,182.240005,145.671671,107.018099,74.74
18/8/2020,113.300003,58.02,68.429924,188.179993,146.312387,107.39432,74.62
17/8/2020,113.449997,57.950001,67.363197,186.5,145.385573,107.432013,75.61
14/8/2020,113.32,57.790001,65.528839,182.539993,143.610723,106.809833,75.51
13/8/2020,113.830002,57.869999,66.784973,183.330002,143.600323,107.014633,75.47
12/8/2020,114.089996,58.02,76.744408,175.5,143.689764,107.174397,76.01
11/8/2020,114.220001,58.029999,76.744408,175.5,141.765878,105.367898,75.64
10/8/2020,114.339996,58.189999,70.393898,177.850006,141.972479,106.0542,75.7
7/8/2020,114.169998,58.150002,68.928398,170.089996,140.408383,106.415937,74.97
6/8/2020,114.410004,58.259998,56.506531,159.720001,140.125659,106.042791,73.68
5/8/2020,114.120003,58.189999,49.74728,160.419998,139.462324,106.654121,74.05
4/8/2020,113.760002,58.32,45.520256,154.649994,137.846968,106.134332,72.44
3/8/2020,113.18,58.169998,45.520256,154.649994,136.735715,106.614655,72.03
31/7/2020,113.089996,58.23,66.81488,185.429993,136.975905,105.519507,71.14
30/7/2020,112.830002,58.27,65.907669,183.759995,136.305467,106.101987,71.63
29/7/2020,112.860001,58.150002,65.927605,185.130005,136.392144,106.864267,72.13
28/7/2020,112.199997,58.150002,64.87085,183.75,134.987513,105.724531,70.32
27/7/2020,112.580002,58.119999,65.169937,182.229996,136.406422,105.875084,70.84
24/7/2020,112.389999,58.040001,64.27269,178.699997,135.528073,105.116931,70
23/7/2020,112.309998,58.07,65.110115,177.179993,135.268852,106.295041,71.19
22/7/2020,112.360001,58.080002,66.067177,175.630005,137.323199,106.729486,70.74
21/7/2020,112.040001,57.939999,67.781914,173,136.176533,105.815208,70.64
20/7/2020,111.440002,57.889999,66.545708,170.940002,135.964089,105.873963,69.2
17/7/2020,110.699997,57.830002,65.179901,170.119995,133.826901,105.884771,69.64
16/7/2020,110.449997,57.860001,64.751213,168.729996,134.480883,104.46385,69.64
15/7/2020,110.25,57.790001,66.794945,170.339996,134.842209,104.639751,70.11
14/7/2020,109.800003,57.830002,66.615494,170.190002,132.914619,103.282947,67.64
13/7/2020,109.540001,57.66,67.821793,169.399994,131.577739,101.233719,66.52
10/7/2020,109.760002,57.799999,70.284233,177.220001,133.28926,100.702632,67.17
9/7/2020,109.769997,57.860001,70.284233,177.220001,131.756277,100.924729,65.72
8/7/2020,110.25,57.720001,67.722099,190.809998,131.871072,101.756575,67.26
7/7/2020,109.779999,57.759998,65.798004,169.039993,130.381829,101.739791,66.98
6/7/2020,110.400002,57.650002,65.798004,169.039993,132.609958,102.616871,68.34
2/7/2020,109.720001,57.639999,50.953579,147.789993,129.509913,101.597781,67.69
1/7/2020,109.139999,57.549999,51.741161,147.970001,129.007574,100.858604,67.35
30/6/2020,109.220001,57.73,61.750431,167.369995,127.80311,100.149462,68.34
29/6/2020,108.800003,57.75,61.810249,166.630005,126.065873,98.369073,67.38
26/6/2020,108.660004,57.720001,61.64077,166.539993,123.765389,97.533154,64.76
25/6/2020,108.879997,57.759998,62.189087,165.800003,126.758814,98.736048,66.66
24/6/2020,108.809998,57.709999,61.969757,165.899994,126.528888,97.709314,65.53
23/6/2020,109.150002,57.610001,62.837093,166.479996,129.424562,100.372041,67.97
22/6/2020,108.93,57.66,61.531105,165.089996,128.396378,99.936735,67.73
19/6/2020,108.739998,57.639999,61.531105,164.029999,127.420021,100.7233,67.21
18/6/2020,108.5,57.639999,60.813309,162.240005,128.396757,99.825499,68.06
17/6/2020,108.620003,57.610001,60.414532,162.559998,128.887726,100.126827,68.3
16/6/2020,108.769997,57.540001,59.15839,162.25,129.085146,100.205613,69.77
15/6/2020,108.260002,57.509998,57.932156,162.330002,126.45245,97.829862,68.06
12/6/2020,107.690002,57.5,57.932156,162.330002,125.422199,97.651731,66.9
11/6/2020,106.449997,57.540001,77.48214,183.190002,124.110368,96.935398,65.23
10/6/2020,108.949997,57.369999,69.347107,177.300003,131.034836,102.679238,71.04
9/6/2020,108.940002,57.259998,69.347107,177.300003,132.255438,102.821171,73.64
8/6/2020,109.230003,57.25,71.051872,193.889999,133.260158,103.937184,75.53
5/6/2020,108.459999,57.130001,47.234993,158.949997,131.307578,103.272691,74.02
4/6/2020,107.580002,57.07,45.779461,156.880005,128.212207,101.593884,70.92
3/6/2020,108.089996,57.150002,48.860001,157.550003,128.857417,102.413005,69.93
2/6/2020,107.610001,57.330002,51.521832,147.399994,126.393766,102.617918,67.57
1/6/2020,106.580002,57.27,51.272598,147.389999,125.423721,101.999583,66.82
29/5/2020,106.400002,57.470001,52.448986,162.910004,124.365499,103.034129,66.17
28/5/2020,106.040001,57.380001,50.265686,161.720001,123.763181,101.742746,66.85
27/5/2020,106.339996,57.330002,51.053268,161.179993,125.253996,100.48024,69.02
26/5/2020,106.160004,57.23,51.591618,160.889999,123.151663,99.438612,66.43
22/5/2020,105.510002,57.360001,49.428261,163.210007,121.279608,99.631298,63.82
21/5/2020,105.989998,57.360001,51.452045,162.25,121.365459,99.372933,63.5
20/5/2020,106.019997,57.279999,52.508801,164.649994,120.976191,100.185031,63.48
19/5/2020,104.019997,57.18,52.797913,164.259995,119.461277,100.062519,61.54
18/5/2020,103.940002,57.110001,52.708191,162.690002,119.870501,101.285615,62.84
15/5/2020,102.160004,57.150002,50.485016,163.929993,115.414112,100.348631,58.62
14/5/2020,101.879997,57.220001,50.126118,163.009995,114.143488,99.59983,57.85
13/5/2020,101.410004,57.200001,49.996517,161.580002,112.534646,98.526534,57.63
12/5/2020,102.019997,57.139999,49.996517,161.580002,114.406376,99.617458,59.94
11/5/2020,102.209999,57,77.09333,182.929993,117.068969,101.120795,62.24
8/5/2020,101.650002,57.139999,71.002029,191.350006,117.292414,99.434569,63.39
7/5/2020,101.129997,57.16,71.002029,191.350006,115.040022,98.904275,60.89
6/5/2020,100.330002,57.049999,57.04488,158.009995,113.301762,98.892247,59.97
5/5/2020,100.779999,57.240002,46.806309,161.020004,113.268985,99.868837,60.73
4/5/2020,99.690002,57.220001,46.806309,161.020004,112.79953,97.773063,60.5
1/5/2020,99.690002,57.18,46.806309,161.020004,112.201401,97.702311,60.83
30/4/2020,100.5,57.279999,48.192055,158.800003,116.670802,99.769285,63.39
29/4/2020,100.32,57.189999,49.009544,161.729996,117.340787,100.207974,66
28/4/2020,98.739998,57.150002,47.773338,160.839996,114.758972,99.475163,62.55
27/4/2020,97.779999,56.970001,48.521042,161.559998,114.374234,101.630764,61.3
24/4/2020,97.949997,57.049999,47.603859,162.639999,112.255421,100.316221,58.78
23/4/2020,98.379997,56.810001,47.693584,163.339996,110.389483,98.896192,58.15
22/4/2020,97.910004,56.630001,48.620739,161.729996,110.389374,98.424181,57.43
21/4/2020,97.830002,56.790001,47.554012,158.610001,108.045686,96.858795,56.93
20/4/2020,99.220001,56.759998,48.80019,159.699997,110.951352,99.98868,58.19
17/4/2020,99.849998,56.869999,48.590832,158.570007,112.983317,100.771851,59.38
16/4/2020,99.150002,56.860001,48.700493,161.710007,109.721111,98.73745,56.82
15/4/2020,99.800003,56.77,47.374565,161.850006,108.307633,96.618104,57.17
14/4/2020,101.82,56.509998,47.234993,162.679993,110.788382,97.119269,60.07
13/4/2020,101.150002,56.490002,45.96888,161.410004,106.618294,93.957202,59.02
9/4/2020,101.349998,56.57,69.53653,181.639999,106.720651,94.886802,61.05
8/4/2020,98.510002,56.349998,69.715981,189.589996,104.856537,94.363513,58.08
7/4/2020,98.089996,56.419998,69.715981,189.589996,101.647852,90.565811,55.65
6/4/2020,97.529999,56.419998,55.67907,161.279999,100.27912,91.416529,55.4
3/4/2020,95.599998,56.150002,50.275658,154.160004,92.439711,86.745844,51.1
2/4/2020,95.769997,56.259998,51.282566,146.429993,94.027099,87.586149,52.98
1/4/2020,93.849998,56.119999,51.282566,146.429993,93.753137,85.189518,52.19
31/3/2020,96.68,56.259998,45.131451,148.050003,98.076597,88.601991,56.22
30/3/2020,97.419998,56.59,44.294022,152.919998,100.115403,88.948214,56.26
27/3/2020,97.550003,56.439999,44.024849,152.25,98.092683,84.978668,54.95
26/3/2020,99.599998,56.290001,46.307838,153.240005,101.570059,87.076755,57.47
25/3/2020,97.980003,55.91,44.961967,151.300003,97.327816,81.380373,53.75
24/3/2020,94.199997,55.43,44.303989,153.399994,95.852292,80.36463,53.5
23/3/2020,91.349998,55.439999,41.771767,146.300003,87.588125,74.704986,49.08
20/3/2020,91.089996,55.310001,41.283264,140.110001,87.988935,78.9927,49.81
19/3/2020,87.980003,55,41.303204,138.039993,90.53044,82.34094,52.33
18/3/2020,85.800003,54.959999,40.495682,140.699997,87.49654,83.901647,49.5
17/3/2020,94.510002,56.25,42.718857,143.559998,92.667608,86.846168,55.19
16/3/2020,95.440002,56.220001,40.246445,141.639999,89.346289,81.75274,51.83
13/3/2020,100.059998,56.700001,44.772552,143.279999,102.316619,90.803653,59.78
12/3/2020,97.300003,56.720001,74.969849,172.809998,96.523742,84.83711,55.26
11/3/2020,102.339996,58.049999,71.699883,178.919998,107.177886,91.594195,62.35
10/3/2020,107.190002,57.82,71.699883,178.919998,113.32169,95.304331,66.33
9/3/2020,105.959999,58.299999,69.506622,181.139999,107.527243,92.123187,64.49
6/3/2020,115.300003,58.400002,56.237354,159.600006,114.673908,97.137111,71.36
5/3/2020,115.779999,58.169998,56.237354,159.600006,116.33989,97.641517,72.7
4/3/2020,116.809998,58.169998,43.875305,152.649994,120.965987,100.027619,75.39
3/3/2020,115.949997,58.049999,49.169056,153.889999,116.99123,94.555754,73.09
2/3/2020,114.620003,57.900002,49.488075,148.360001,119.766395,97.014322,74.67
28/2/2020,114.120003,57.990002,48.720432,148.380005,115.757039,92.567737,72.78
27/2/2020,114.279999,57.849998,48.850033,154,116.660931,93.87921,73.99
26/2/2020,115.720001,57.91,49.876881,153.970001,121.492105,97.097069,76.87
25/2/2020,115.779999,58,49.149117,153.300003,122.45557,97.19639,77.85
24/2/2020,116.5,57.950001,49.508015,156.089996,125.810862,100.139703,80.58
21/2/2020,117.010002,57.860001,51.053268,154.699997,130.329115,103.436489,83.01
20/2/2020,116.75,57.759998,51.810947,152.410004,132.365337,103.404888,83.94
19/2/2020,116.68,57.66,52.429047,151.789993,132.272492,104.049537,83.54
18/2/2020,116.449997,57.619999,51.571678,150.910004,131.681136,103.580834,83.24
14/2/2020,116.349998,57.540001,52.070148,149,131.665213,103.963088,83.7
13/2/2020,115.889999,57.549999,52.508801,148.380005,131.825353,103.826807,84.12
12/2/2020,115.860001,57.509998,73.952972,171.460007,132.109774,104.340635,83.81
11/2/2020,115.690002,57.529999,72.317993,177.910004,130.741404,104.195039,83.25
10/2/2020,115.739998,57.59,67.423012,178.539993,129.752567,103.55982,82.64
7/2/2020,115.720001,57.509998,64.153053,166.979996,128.303887,103.03468,82.35
6/2/2020,115.720001,57.369999,54.731979,162.600006,128.87526,103.87299,83.55
5/2/2020,115.440002,57.369999,54.731979,162.600006,129.153454,103.759101,83.83
4/2/2020,115.400002,57.459999,44.712734,151.899994,128.382384,101.76318,82.26
3/2/2020,115.540001,57.639999,49.757248,149.199997,126.215201,100.069951,81.25
31/1/2020,115.980003,57.650002,47.942822,149.330002,125.373172,99.155597,80.51
30/1/2020,115.629997,57.57,48.680557,148.470001,125.037631,101.158986,82.41
29/1/2020,115.709999,57.549999,49.567833,148.460007,125.205006,101.891397,82.52
28/1/2020,115.18,57.400002,49.07933,147.660004,125.28093,102.175485,83.16
27/1/2020,114.639999,57.5,48.162148,148.990005,124.102888,101.689628,82.48
24/1/2020,114.779999,57.259998,49.408321,147.979996,125.995045,102.46429,83.47
23/1/2020,114.93,57.169998,50.953579,147.119995,127.70731,104.209191,84.75
22/1/2020,115.199997,57,51.73119,146.789993,127.525157,104.726998,84.58
21/1/2020,115.110001,56.939999,52.08012,146.740005,127.643804,104.586593,84.59
17/1/2020,115.209999,56.810001,53.794853,146.580002,128.012469,104.542931,85.38
16/1/2020,115.349998,56.84,53.725067,146.309998,127.54988,104.481459,85.52
15/1/2020,115.110001,56.84,53.745007,146.539993,126.414829,103.936488,84.41
14/1/2020,114.68,56.720001,53.625374,145.690002,126.726004,103.063528,84.1
13/1/2020,114.709999,56.689999,54.41296,145.820007,126.76288,102.440217,83.82
10/1/2020,114.599998,56.810001,68.758919,178.699997,126.369771,102.801226,83.04
9/1/2020,114.580002,56.709999,72.627037,185.050003,127.018479,102.760065,83.43
8/1/2020,114.660004,56.700001,72.627037,185.050003,126.301394,102.280179,83.49
7/1/2020,114.360001,56.810001,62.049515,166.619995,126.011034,101.6273,83.29
6/1/2020,114.18,56.849998,53.425987,163.660004,126.203884,101.873004,83.75
3/1/2020,114.410004,56.889999,53.425987,163.660004,125.8588,101.278192,83.85
2/1/2020,114.699997,56.73,53.425987,163.660004,126.900846,102.146182,83.84
31/12/2019,114.559998,56.580002,48.531013,142.899994,125.434161,101.925744,83.86
30/12/2019,114.550003,56.599998,48.670586,142.630005,125.236723,101.619006,83.6
27/12/2019,114.739998,56.709999,49.109238,142.330002,126.088339,102.947595,83.62
26/12/2019,114.43,56.709999,49.337536,142.380005,126.024072,102.882714,84.02
24/12/2019,114.269997,56.669998,48.91917,141.270004,124.546295,102.979161,84.09
23/12/2019,114.07,56.639999,48.829521,139.949997,124.350011,103.081855,83.92
20/12/2019,113.940002,57.970001,48.620335,139.520004,124.562466,102.748095,83.92
19/12/2019,113.660004,57.919998,48.371307,139.380005,124.774408,102.378346,83.88
18/12/2019,114.489998,58.040001,48.411152,139.020004,124.334471,101.984414,83.63
17/12/2019,114.269997,58.09,48.361347,139.009995,124.294535,101.861568,83.31
16/12/2019,113.849998,58.07,47.873253,139.039993,123.690796,101.950204,82.67
13/12/2019,113.779999,58.099998,47.096279,139.050003,123.15267,100.861047,82.66
12/12/2019,113.360001,57.959999,47.44492,138.429993,123.09961,100.932576,83.21
11/12/2019,113.349998,58.099998,46.807407,137.429993,122.003293,100.031229,82.33
10/12/2019,112.599998,58,46.807407,137.429993,121.677753,99.86598,82.31
9/12/2019,112.599998,57.990002,44.297199,141.320007,121.8874,99.720962,82.32
6/12/2019,112.300003,57.93,41.707302,125.830002,121.764472,100.398003,82.56
5/12/2019,112.07,57.900002,41.707302,125.830002,120.769202,99.758384,81.39
4/12/2019,111.739998,58.060001,48.849442,121.830002,120.889865,99.726899,81.15
3/12/2019,111.480003,58.139999,46.369118,122.980003,120.217545,98.821317,80.51
2/12/2019,111.260002,57.959999,44.33704,123.860001,121.486008,99.027062,80.84
29/11/2019,112.120003,58.16,46.418922,137.860001,122.380853,99.464128,81.82
27/11/2019,112.400002,58.259998,46.877136,137.009995,123.226298,99.808142,82.34
26/11/2019,112.559998,58.259998,46.448807,137.740005,122.255003,99.331532,81.96
25/11/2019,112.260002,58.18,46.319313,137.080002,121.325206,99.399527,81.98
22/11/2019,112.269997,58.169998,45.193703,137.740005,120.344394,98.287328,80.03
21/11/2019,111.970001,58.09,44.596035,138,119.568397,97.898129,79.81
20/11/2019,111.959999,58.18,44.347004,138.759995,120.170618,97.675957,80.18
19/11/2019,111.769997,58.080002,45.44273,138.690002,120.480728,97.760711,80.69
18/11/2019,112.019997,58.029999,45.572224,138.619995,121.759724,97.126926,80.56
15/11/2019,112.550003,58.049999,46.020481,138.210007,121.398448,97.494609,80.89
14/11/2019,112.459999,58.07,45.512455,138.559998,121.105331,95.390411,80.49
13/11/2019,111.870003,57.950001,46.090202,137.979996,120.650127,95.422302,80.61
12/11/2019,112.040001,57.82,46.867172,138.919998,120.975783,95.31821,81.09
11/11/2019,112.269997,57.82,47.016594,137.059998,121.097172,94.764454,81.09
8/11/2019,112.360001,57.82,47.016594,137.059998,121.366058,95.157428,81.33
7/11/2019,112.199997,57.810001,43.0919,132.699997,121.31292,94.407032,81.24
6/11/2019,112.589996,58.119999,42.494232,125.18,122.016406,94.220052,80.99
5/11/2019,112.540001,58.07,42.494232,125.18,121.901154,93.695989,81.44
4/11/2019,113.360001,58.169998,47.923054,121.949997,121.684682,94.539389,81.32
1/11/2019,113.599998,58.32,40.103558,121.800003,121.618835,94.865932,80.63
31/10/2019,113.599998,58.490002,44.745449,142.429993,120.858731,94.70898,79.39
30/10/2019,113.089996,58.279999,45.09409,141.020004,121.448122,94.833855,80.24
29/10/2019,112.970001,58.16,44.864983,140.25,120.765616,94.104364,80.6
28/10/2019,113.269997,58.119999,45.661877,140.639999,121.457279,93.028933,80.28
25/10/2019,113.449997,58.27,44.665764,141.860001,121.063897,92.075893,79.59
24/10/2019,113.480003,58.400002,44.028252,141.529999,121.216532,91.900108,79.05
23/10/2019,113.480003,58.330002,43.032135,140.529999,121.272218,92.45011,79.23
22/10/2019,113.279999,58.290001,43.10186,140.199997,121.823146,91.858835,79.03
21/10/2019,112.870003,58.150002,43.918674,139.789993,122.635332,91.70101,78.82
18/10/2019,113.279999,58.27,42.942486,140.460007,122.161823,91.767435,78.12
17/10/2019,113.18,58.380001,43.789181,140.610001,122.400389,92.077558,78.54
16/10/2019,113.019997,58.240002,43.819065,140.410004,122.042945,91.386662,77.69
15/10/2019,113.199997,58.349998,43.669647,139.610001,121.566591,91.495143,77.46
14/10/2019,112.959999,58.459999,42.64365,140.589996,120.504951,89.917136,76.62
11/10/2019,112.910004,58.32,42.64365,140.589996,120.618944,89.947637,76.91
10/10/2019,112.989998,58.540001,42.075867,140.809998,119.20017,89.178848,75.49
9/10/2019,113.18,58.810001,43.321011,140.179993,118.49481,88.724095,75.29
8/10/2019,113.169998,58.82,43.321011,140.179993,117.446858,88.121825,75
